index	EDU_1	EDU_2	Relation	num_of_words_1	avg_word_len_1	upcase_words_num_1	num_unique_words_1	count_words_title_1	mean_word_len_1	words_vs_unique_1	num_of_words_2	avg_word_len_2	upcase_words_num_2	num_unique_words_2	count_words_title_2	mean_word_len_2	words_vs_unique_2	bleu_score	nouns_count_1	verbs_count_1	adj_count_1	adv_count_1	aux_count_1	num_count_1	vbd_count_1	nouns_vs_words_1	adjectives_vs_words_1	verbs_vs_words_1	adp_count_1	cconj_count_1	sconj_count_1	part_count_1	pron_count_1	nouns_count_2	verbs_count_2	adj_count_2	adv_count_2	aux_count_2	num_count_2	vbd_count_2	nouns_vs_words_2	adjectives_vs_words_2	verbs_vs_words_2	adp_count_2	cconj_count_2	sconj_count_2	part_count_2	pron_count_2
160	и они счастливые довольные пошли дальше	а вот мальчишки прошли немножко	sequence_m	6	5.666666666666667	0	6	0	5.666666666666667	1.0	5	5.4	0	5	0	5.4	1.0	0.6937662394789575	0	1	2	1	0	0	0	0.0	0.3333333333333333	0.16666666666666666	0	1	0	0	1	1	1	0	1	0	0	0	0.2	0.0	0.2	0	1	0	1	0
161	и прошли как раз мимо хозяина груши вот этой большой	а вот мальчишки прошли немножко	sequence_m	10	4.3	0	10	0	4.3	1.0	5	5.4	0	5	0	5.4	1.0	0.4740253280172372	3	1	1	0	0	0	0	0.3	0.1	0.1	1	1	1	1	0	1	1	0	1	0	0	0	0.2	0.0	0.2	0	1	0	1	0
162	и он глядя	когда он спустился с дерева	background_r	3	2.6666666666666665	0	3	0	2.6666666666666665	1.0	5	4.6	0	5	0	4.6	1.0	0.5773502691896257	0	1	0	0	0	0	0	0.0	0.0	0.3333333333333333	0	1	0	0	1	1	1	0	0	0	0	0	0.2	0.0	0.2	1	0	1	0	1
163	когда он спустился с дерева	что у него не хватает одной корзины	background_r	5	4.6	0	5	0	4.6	1.0	7	4.142857142857143	0	7	0	4.142857142857143	1.0	0.7367883976130072	1	1	0	0	0	0	0	0.2	0.0	0.2	1	0	1	0	1	1	1	0	0	0	1	0	0.14285714285714285	0.0	0.14285714285714285	1	0	1	1	1
164	он увидел	что у него не хватает одной корзины	evidence_r	2	4.0	0	2	0	4.0	1.0	7	4.142857142857143	0	7	0	4.142857142857143	1.0	0.47809144373375745	0	1	0	0	0	0	0	0.0	0.0	0.5	0	0	0	0	1	1	1	0	0	0	1	0	0.14285714285714285	0.0	0.14285714285714285	1	0	1	1	1
165	что у него не хватает одной корзины	а вот мальчишки прошли немножко	evaluation_r	7	4.142857142857143	0	7	0	4.142857142857143	1.0	5	5.4	0	5	0	5.4	1.0	0.6881101371981612	1	1	0	0	0	1	0	0.14285714285714285	0.0	0.14285714285714285	1	0	1	1	1	1	1	0	1	0	0	0	0.2	0.0	0.2	0	1	0	1	0
166	он конечно был очень растерян	что у него не хватает одной корзины	evaluation_r	5	5.0	0	5	0	5.0	1.0	7	4.142857142857143	0	7	0	4.142857142857143	1.0	0.7745966692414834	0	0	1	2	1	0	0	0.0	0.2	0.0	0	0	0	0	1	1	1	0	0	0	1	0	0.14285714285714285	0.0	0.14285714285714285	1	0	1	1	1
167	он не понял	что произошло	evaluation_r	3	3.0	0	3	0	3.0	1.0	2	6.0	0	2	0	6.0	1.0	0.6201736729460423	0	1	0	0	0	0	0	0.0	0.0	0.3333333333333333	0	0	0	1	1	0	1	0	0	0	0	0	0.0	0.0	0.5	0	0	0	0	1
168	что произошло	он конечно был очень растерян	cause_r	2	6.0	0	2	0	6.0	1.0	5	5.0	0	5	0	5.0	1.0	0.5570860145311556	0	1	0	0	0	0	0	0.0	0.0	0.5	0	0	0	0	1	0	0	1	2	1	0	0	0.0	0.2	0.0	0	0	0	0	1
169	куда подевалась корзина	что произошло	joint_m	3	7.0	0	3	0	7.0	1.0	2	6.0	0	2	0	6.0	1.0	0.36349683934014515	1	1	0	1	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.5	0	0	0	0	1
170	но заметив мальчишек	которые шли	background_r	3	6.0	0	3	0	6.0	1.0	2	5.0	0	2	0	5.0	1.0	0.3762849097851353	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	1	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.5	0	0	0	0	1
171	которые шли	он наверняка подумал	circumstance_r	2	5.0	0	2	0	5.0	1.0	3	6.0	0	3	0	6.0	1.0	0.5916079783099616	0	1	0	0	0	0	0	0.0	0.0	0.5	0	0	0	0	1	0	1	0	1	0	0	0	0.0	0.0	0.3333333333333333	0	0	0	0	1
172	и жевали груши	которые шли	joint_m	3	4.0	0	3	0	4.0	1.0	2	5.0	0	2	0	5.0	1.0	0.5622575980899646	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	1	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.5	0	0	0	0	1
173	он наверняка подумал	вот прошел там мужчина с козой	sequence_m	3	6.0	0	3	0	6.0	1.0	6	4.166666666666667	0	6	0	4.166666666666667	1.0	0.7071067811865476	0	1	0	1	0	0	0	0.0	0.0	0.3333333333333333	0	0	0	0	1	2	1	0	1	0	0	0	0.3333333333333333	0.0	0.16666666666666666	1	0	0	1	0
174	что это они взяли	он наверняка подумал	evaluation_r	4	3.5	0	4	0	3.5	1.0	3	6.0	0	3	0	6.0	1.0	0.6324555320336759	0	1	0	0	0	0	0	0.0	0.0	0.25	0	0	1	0	2	0	1	0	1	0	0	0	0.0	0.0	0.3333333333333333	0	0	0	0	1
175	показывают сельскую местность	он уже набрал полную корзину	preparation_r	3	9.0	0	3	0	9.0	1.0	5	4.8	0	5	0	4.8	1.0	0.6822986075407242	1	1	1	0	0	0	0	0.3333333333333333	0.3333333333333333	0.3333333333333333	0	0	0	0	0	1	1	1	1	0	0	0	0.2	0.2	0.2	0	0	0	0	1
176	мужчина собирает груши с дерева	он уже набрал полную корзину	background_r	5	5.4	0	5	0	5.4	1.0	5	4.8	0	5	0	4.8	1.0	0.6791245402324501	3	1	0	0	0	0	0	0.6	0.0	0.2	1	0	0	0	0	1	1	1	1	0	0	0	0.2	0.2	0.2	0	0	0	0	1
177	набрал вторую	он уже набрал полную корзину	sequence_m	2	6.0	0	2	0	6.0	1.0	5	4.8	0	5	0	4.8	1.0	0.6267831705280087	0	1	1	0	0	0	0	0.0	0.5	0.5	0	0	0	0	0	1	1	1	1	0	0	0	0.2	0.2	0.2	0	0	0	0	1
178	полез за третьей	он уже набрал полную корзину	sequence_m	3	4.666666666666667	0	3	0	4.666666666666667	1.0	5	4.8	0	5	0	4.8	1.0	0.5669467095138409	0	1	1	0	0	0	0	0.0	0.3333333333333333	0.3333333333333333	1	0	0	0	0	1	1	1	1	0	0	0	0.2	0.2	0.2	0	0	0	0	1
179	ну то есть он собирает в подол фартука по-моему в карман вот	он уже набрал полную корзину	elaboration_r	12	4.083333333333333	0	11	0	4.083333333333333	0.9166666666666666	5	4.8	0	5	0	4.8	1.0	0.2890336129116435	3	2	0	1	0	0	0	0.25	0.0	0.16666666666666666	2	0	0	2	2	1	1	1	1	0	0	0	0.2	0.2	0.2	0	0	0	0	1
180	и мимо дерева	сначала проходит мужчина	background_r	3	3.6666666666666665	0	3	0	3.6666666666666665	1.0	3	7.333333333333333	0	3	0	7.333333333333333	1.0	0.6123724356957946	1	0	0	0	0	0	0	0.3333333333333333	0.0	0.0	1	1	0	0	0	1	1	0	1	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	0
181	там где он собирает плоды	и мимо дерева	cause_r	5	4.2	0	5	0	4.2	1.0	3	3.6666666666666665	0	3	0	3.6666666666666665	1.0	0.3484505142383389	1	1	0	2	0	0	0	0.2	0.0	0.2	0	0	0	0	1	1	0	0	0	0	0	0	0.3333333333333333	0.0	0.0	1	1	0	0	0
182	сначала проходит мужчина	он уже набрал полную корзину	sequence_m	3	7.333333333333333	0	3	0	7.333333333333333	1.0	5	4.8	0	5	0	4.8	1.0	0.7071067811865476	1	1	0	1	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	0	1	1	1	1	0	0	0	0.2	0.2	0.2	0	0	0	0	1
183	который ведёт на верёвке козу	сначала проходит мужчина	elaboration_r	5	5.0	0	5	0	5.0	1.0	3	7.333333333333333	0	3	0	7.333333333333333	1.0	0.5241026578036516	2	1	0	0	0	0	0	0.4	0.0	0.2	1	0	0	0	1	1	1	0	1	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	0
184	коза не очень охотно идёт вместе с ним	сначала проходит мужчина	elaboration_r	8	3.875	0	8	0	3.875	1.0	3	7.333333333333333	0	3	0	7.333333333333333	1.0	0.4411655187643562	1	1	0	3	0	0	0	0.125	0.0	0.125	1	0	0	1	1	1	1	0	1	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	0
185	ну тем не менее он её тянет вот	коза не очень охотно идёт вместе с ним	concession_r	8	3.0	0	8	0	3.0	1.0	8	3.875	0	8	0	3.875	1.0	0.7947194142390263	0	1	0	1	0	0	0	0.0	0.0	0.125	0	0	0	3	3	1	1	0	3	0	0	0	0.125	0.0	0.125	1	0	0	1	1
186	а потом проезжает мальчик на велосипеде	он уже набрал полную корзину	sequence_m	6	5.666666666666667	0	6	0	5.666666666666667	1.0	5	4.8	0	5	0	4.8	1.0	0.5561373914341262	2	1	0	1	0	0	0	0.3333333333333333	0.0	0.16666666666666666	1	1	0	0	0	1	1	1	1	0	0	0	0.2	0.2	0.2	0	0	0	0	1
187	мальчик	соблазняется	background_r	1	7.0	0	1	0	7.0	1.0	1	12.0	0	1	0	12.0	1.0	0.408248290463863	1	0	0	0	0	0	0	1.0	0.0	0.0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	1.0	0	0	0	0	0
188	увидев две корзины с грушами	мальчик	circumstance_r	5	4.8	0	5	0	4.8	1.0	1	7.0	0	1	0	7.0	1.0	0.03763548611666812	2	1	0	0	0	1	0	0.4	0.0	0.2	1	0	0	0	0	1	0	0	0	0	0	0	1.0	0.0	0.0	0	0	0	0	0
189	соблазняется	а потом проезжает мальчик на велосипеде	evaluation_r	1	12.0	0	1	0	12.0	1.0	6	5.666666666666667	0	6	0	5.666666666666667	1.0	0.4529108136578383	0	1	0	0	0	0	0	0.0	0.0	1.0	0	0	0	0	0	2	1	0	1	0	0	0	0.3333333333333333	0.0	0.16666666666666666	1	1	0	0	0
190	и решает одну из них украсть	соблазняется	sequence_m	6	3.8333333333333335	0	6	0	3.8333333333333335	1.0	1	12.0	0	1	0	12.0	1.0	0.20132563973150783	0	2	0	0	0	1	0	0.0	0.0	0.3333333333333333	1	1	0	0	1	0	1	0	0	0	0	0	0.0	0.0	1.0	0	0	0	0	0
191	пока мужчина не видит	соблазняется	circumstance_r	4	4.5	0	4	0	4.5	1.0	1	12.0	0	1	0	12.0	1.0	0.30491129867855954	1	1	0	0	0	0	0	0.25	0.0	0.25	0	0	1	1	0	0	1	0	0	0	0	0	0.0	0.0	1.0	0	0	0	0	0
192	он останавливается	а потом проезжает мальчик на велосипеде	sequence_m	2	8.5	0	2	0	8.5	1.0	6	5.666666666666667	0	6	0	5.666666666666667	1.0	0.5991446895152781	0	1	0	0	0	0	0	0.0	0.0	0.5	0	0	0	0	1	2	1	0	1	0	0	0	0.3333333333333333	0.0	0.16666666666666666	1	1	0	0	0
193	ставит корзину с грушами себе на багажник	он останавливается	sequence_m	7	5.0	0	7	0	5.0	1.0	2	8.5	0	2	0	8.5	1.0	0.24575135851875687	3	1	0	0	0	0	0	0.42857142857142855	0.0	0.14285714285714285	2	0	0	0	1	0	1	0	0	0	0	0	0.0	0.0	0.5	0	0	0	0	1
194	садится	он останавливается	sequence_m	1	7.0	0	1	0	7.0	1.0	2	8.5	0	2	0	8.5	1.0	0.5773502691896257	0	1	0	0	0	0	0	0.0	0.0	1.0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.5	0	0	0	0	1
195	и в общем	уезжает	evaluation_r	3	2.3333333333333335	0	3	0	2.3333333333333335	1.0	1	7.0	0	1	0	7.0	1.0	0.284031719055601	0	0	1	0	0	0	0	0.0	0.3333333333333333	0.0	1	1	0	0	0	0	1	0	0	0	0	0	0.0	0.0	1.0	0	0	0	0	0
196	я бы не сказала	что потихоньку	evaluation_r	4	3.0	0	4	0	3.0	1.0	2	6.5	0	2	0	6.5	1.0	0.4309983178000438	0	1	0	0	0	0	0	0.0	0.0	0.25	0	0	0	2	1	0	0	0	1	0	0	0	0.0	0.0	0.0	0	0	1	0	0
197	что потихоньку	уезжает	evaluation_r	2	6.5	0	2	0	6.5	1.0	1	7.0	0	1	0	7.0	1.0	0.1966398326430567	0	0	0	1	0	0	0	0.0	0.0	0.0	0	0	1	0	0	0	1	0	0	0	0	0	0.0	0.0	1.0	0	0	0	0	0
198	уезжает	он останавливается	sequence_m	1	7.0	0	1	0	7.0	1.0	2	8.5	0	2	0	8.5	1.0	0.408248290463863	0	1	0	0	0	0	0	0.0	0.0	1.0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.5	0	0	0	0	1
199	удивляюсь	почему мужчина его не заметил	evaluation_r	1	9.0	0	1	0	9.0	1.0	5	5.0	0	5	0	5.0	1.0	0.32163376045133846	0	1	0	0	0	0	0	0.0	0.0	1.0	0	0	0	0	0	1	1	0	1	0	0	0	0.2	0.0	0.2	0	0	0	1	1
200	почему мужчина его не заметил	а потом проезжает мальчик на велосипеде	evaluation_r	5	5.0	0	5	0	5.0	1.0	6	5.666666666666667	0	6	0	5.666666666666667	1.0	0.7679476477883045	1	1	0	1	0	0	0	0.2	0.0	0.2	0	0	0	1	1	2	1	0	1	0	0	0	0.3333333333333333	0.0	0.16666666666666666	1	1	0	0	0
201	едет	а потом проезжает мальчик на велосипеде	sequence_m	1	4.0	0	1	0	4.0	1.0	6	5.666666666666667	0	6	0	5.666666666666667	1.0	0.32025630761017426	0	1	0	0	0	0	0	0.0	0.0	1.0	0	0	0	0	0	2	1	0	1	0	0	0	0.3333333333333333	0.0	0.16666666666666666	1	1	0	0	0
202	корзина полная	едет	joint_m	2	6.5	0	2	0	6.5	1.0	1	4.0	0	1	0	4.0	1.0	0.0	1	0	1	0	0	0	0	0.5	0.5	0.0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	1.0	0	0	0	0	0
203	не знаю	доволен он или нет	evaluation_r	2	3.0	0	2	0	3.0	1.0	4	3.75	0	4	0	3.75	1.0	0.4714045207910317	0	1	0	0	0	0	0	0.0	0.0	0.5	0	0	0	1	0	0	0	1	0	0	0	0	0.0	0.25	0.0	0	1	0	1	1
204	доволен он или нет	едет	evaluation_r	4	3.75	0	4	0	3.75	1.0	1	4.0	0	1	0	4.0	1.0	0.0301973834223185	0	0	1	0	0	0	0	0.0	0.25	0.0	0	1	0	1	1	0	1	0	0	0	0	0	0.0	0.0	1.0	0	0	0	0	0
205	эмоций я не замечала там особенно ни у кого	доволен он или нет	cause_r	9	3.888888888888889	0	9	0	3.888888888888889	1.0	4	3.75	0	4	0	3.75	1.0	0.22762638251843803	1	1	0	2	0	0	0	0.1111111111111111	0.0	0.1111111111111111	1	0	0	2	2	0	0	1	0	0	0	0	0.0	0.25	0.0	0	1	0	1	1
206	навстречу ему едет девочка	едет	sequence_m	4	5.75	0	4	0	5.75	1.0	1	4.0	0	1	0	4.0	1.0	0.004086771438464067	1	1	0	1	0	0	0	0.25	0.0	0.25	0	0	0	0	1	0	1	0	0	0	0	0	0.0	0.0	1.0	0	0	0	0	0
207	девочка	навстречу ему едет девочка	sequence_m	1	7.0	0	1	0	7.0	1.0	4	5.75	0	4	0	5.75	1.0	0.5188745216627708	1	0	0	0	0	0	0	1.0	0.0	0.0	0	0	0	0	0	1	1	0	1	0	0	0	0.25	0.0	0.25	0	0	0	0	1
208	как мне показалось	девочка	evaluation_r	3	5.333333333333333	0	3	0	5.333333333333333	1.0	1	7.0	0	1	0	7.0	1.0	0.15704286814470678	0	1	0	0	0	0	0	0.0	0.0	0.3333333333333333	0	0	1	0	1	1	0	0	0	0	0	0	1.0	0.0	0.0	0	0	0	0	0
209	сорвала с него шляпу	девочка	joint_m	4	4.25	0	4	0	4.25	1.0	1	7.0	0	1	0	7.0	1.0	0.11801414945016331	1	1	0	0	0	0	0	0.25	0.0	0.25	1	0	0	0	1	1	0	0	0	0	0	0	1.0	0.0	0.0	0	0	0	0	0
210	или просто её сдуло	девочка	joint_m	4	4.0	0	4	0	4.0	1.0	1	7.0	0	1	0	7.0	1.0	0.11789809321394382	0	1	0	0	0	0	0	0.0	0.0	0.25	0	1	0	1	1	1	0	0	0	0	0	0	1.0	0.0	0.0	0	0	0	0	0
211	от того что она слишком близко подъехала вот	или просто её сдуло	cause_r	8	4.625	0	8	0	4.625	1.0	4	4.0	0	4	0	4.0	1.0	0.2383574448867481	0	1	0	2	0	0	0	0.0	0.0	0.125	1	0	1	1	2	0	1	0	0	0	0	0	0.0	0.0	0.25	0	1	0	1	1
212	это я не заметила	или просто её сдуло	evaluation_r	4	3.5	0	4	0	3.5	1.0	4	4.0	0	4	0	4.0	1.0	0.6488856845230502	0	1	0	0	0	0	0	0.0	0.0	0.25	0	0	0	1	2	0	1	0	0	0	0	0	0.0	0.0	0.25	0	1	0	1	1
213	мальчик	навстречу ему едет девочка	cause_r	1	7.0	0	1	0	7.0	1.0	4	5.75	0	4	0	5.75	1.0	0.3922322702763681	1	0	0	0	0	0	0	1.0	0.0	0.0	0	0	0	0	0	1	1	0	1	0	0	0	0.25	0.0	0.25	0	0	0	0	1
214	для него это была конечно неожиданность	мальчик	evaluation_r	6	5.666666666666667	0	6	0	5.666666666666667	1.0	1	7.0	0	1	0	7.0	1.0	0.009575917640857887	1	0	0	1	1	0	0	0.16666666666666666	0.0	0.0	1	0	0	0	2	1	0	0	0	0	0	0	1.0	0.0	0.0	0	0	0	0	0
215	это как-то его дестабилизировало	для него это была конечно неожиданность	cause_r	4	7.25	0	4	0	7.25	1.0	6	5.666666666666667	0	6	0	5.666666666666667	1.0	0.7679476477883045	0	1	0	1	0	0	0	0.0	0.0	0.25	0	0	0	0	2	1	0	0	1	1	0	0	0.16666666666666666	0.0	0.0	1	0	0	0	2
216	и он отвлёкся от дороги и	для него это была конечно неожиданность	cause_r	6	3.3333333333333335	0	5	0	3.3333333333333335	0.8333333333333334	6	5.666666666666667	0	6	0	5.666666666666667	1.0	0.7161148740394329	1	1	0	0	0	0	0	0.16666666666666666	0.0	0.16666666666666666	1	2	0	0	1	1	0	0	1	1	0	0	0.16666666666666666	0.0	0.0	1	0	0	0	2
217	наехал на камень	для него это была конечно неожиданность	cause_r	3	4.666666666666667	0	3	0	4.666666666666667	1.0	6	5.666666666666667	0	6	0	5.666666666666667	1.0	0.5547001962252291	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	1	0	0	0	0	1	0	0	1	1	0	0	0.16666666666666666	0.0	0.0	1	0	0	0	2
218	ну от удара о камень он упал	для него это была конечно неожиданность	cause_r	7	3.142857142857143	0	7	0	3.142857142857143	1.0	6	5.666666666666667	0	6	0	5.666666666666667	1.0	0.6979824404521128	2	1	0	0	0	0	0	0.2857142857142857	0.0	0.14285714285714285	2	0	0	1	1	1	0	0	1	1	0	0	0.16666666666666666	0.0	0.0	1	0	0	0	2
219	груши соответственно тоже все рассыпались	для него это была конечно неожиданность	cause_r	5	7.4	0	5	0	7.4	1.0	6	5.666666666666667	0	6	0	5.666666666666667	1.0	0.7452496923989119	1	1	0	1	0	0	0	0.2	0.0	0.2	0	0	0	2	0	1	0	0	1	1	0	0	0.16666666666666666	0.0	0.0	1	0	0	0	2
220	тут навстречу идут ещё три подростка навстречу мальчику	навстречу ему едет девочка	sequence_m	8	6.0	0	7	0	6.0	0.875	4	5.75	0	4	0	5.75	1.0	0.3149296591994279	2	1	0	4	0	1	0	0.25	0.0	0.125	0	0	0	0	0	1	1	0	1	0	0	0	0.25	0.0	0.25	0	0	0	0	1
221	увидев	что на дороге валяется велосипед	background_r	1	6.0	0	1	0	6.0	1.0	5	5.6	0	5	0	5.6	1.0	0.3952847075210474	0	1	0	0	0	0	0	0.0	0.0	1.0	0	0	0	0	0	2	1	0	0	0	0	0	0.4	0.0	0.2	1	0	1	0	0
222	что на дороге валяется велосипед	они подошли	background_r	5	5.6	0	5	0	5.6	1.0	2	5.0	0	2	0	5.0	1.0	0.1340655718143244	2	1	0	0	0	0	0	0.4	0.0	0.2	1	0	1	0	0	0	1	0	0	0	0	0	0.0	0.0	0.5	0	0	0	0	1
223	мальчик у него лежит пустая корзина на боку	что на дороге валяется велосипед	joint_m	8	4.5	0	8	0	4.5	1.0	5	5.6	0	5	0	5.6	1.0	0.601174015295583	3	1	1	0	0	0	0	0.375	0.125	0.125	2	0	0	0	1	2	1	0	0	0	0	0	0.4	0.0	0.2	1	0	1	0	0
224	рассыпаны груши	что на дороге валяется велосипед	joint_m	2	7.0	0	2	0	7.0	1.0	5	5.6	0	5	0	5.6	1.0	0.5590169943749475	1	1	0	0	0	0	0	0.5	0.0	0.5	0	0	0	0	0	2	1	0	0	0	0	0	0.4	0.0	0.2	1	0	1	0	0
225	они подошли	тут навстречу идут ещё три подростка навстречу мальчику	sequence_m	2	5.0	0	2	0	5.0	1.0	8	6.0	0	7	0	6.0	0.875	0.40451991747794525	0	1	0	0	0	0	0	0.0	0.0	0.5	0	0	0	0	1	2	1	0	4	0	1	0	0.25	0.0	0.125	0	0	0	0	0
226	помогли собрать	они подошли	sequence_m	2	7.0	0	2	0	7.0	1.0	2	5.0	0	2	0	5.0	1.0	0.5545330196192746	0	2	0	0	0	0	0	0.0	0.0	1.0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.5	0	0	0	0	1
227	погрузить	они подошли	sequence_m	1	9.0	0	1	0	9.0	1.0	2	5.0	0	2	0	5.0	1.0	0.5222329678670935	0	1	0	0	0	0	0	0.0	0.0	1.0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.5	0	0	0	0	1
228	даже его как-то так отправили в путь	они подошли	sequence_m	7	4.285714285714286	0	7	0	4.285714285714286	1.0	2	5.0	0	2	0	5.0	1.0	0.09319486825405145	1	1	0	2	0	0	0	0.14285714285714285	0.0	0.14285714285714285	1	0	0	1	1	0	1	0	0	0	0	0	0.0	0.0	0.5	0	0	0	0	1
229	можно сказать вот	даже его как-то так отправили в путь	evidence_r	3	5.0	0	3	0	5.0	1.0	7	4.285714285714286	0	7	0	4.285714285714286	1.0	0.6009252125773316	0	1	0	1	0	0	0	0.0	0.0	0.3333333333333333	0	0	0	1	0	1	1	0	2	0	0	0	0.14285714285714285	0.0	0.14285714285714285	1	0	0	1	1
230	продолжили свой путь	тут навстречу идут ещё три подростка навстречу мальчику	sequence_m	3	6.0	0	3	0	6.0	1.0	8	6.0	0	7	0	6.0	0.875	0.5222329678670935	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	0	2	1	0	4	0	1	0	0.25	0.0	0.125	0	0	0	0	0
231	увидев на дороге шляпу мальчика	продолжили свой путь	sequence_m	5	5.4	0	5	0	5.4	1.0	3	6.0	0	3	0	6.0	1.0	0.4827108436617678	3	1	0	0	0	0	0	0.6	0.0	0.2	1	0	0	0	0	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	0
232	они ему свистнули	увидев на дороге шляпу мальчика	background_r	3	5.0	0	3	0	5.0	1.0	5	5.4	0	5	0	5.4	1.0	0.6221710168382552	0	1	0	0	0	0	0	0.0	0.0	0.3333333333333333	0	0	0	0	2	3	1	0	0	0	0	0	0.6	0.0	0.2	1	0	0	0	0
233	остановили привлекли его внимание	они ему свистнули	purpose_r	4	7.5	0	4	0	7.5	1.0	3	5.0	0	3	0	5.0	1.0	0.35407218372448457	1	2	0	0	0	0	0	0.25	0.0	0.5	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.3333333333333333	0	0	0	0	2
234	вернули шляпу	продолжили свой путь	sequence_m	2	6.0	0	2	0	6.0	1.0	3	6.0	0	3	0	6.0	1.0	0.6324555320336759	1	1	0	0	0	0	0	0.5	0.0	0.5	0	0	0	0	0	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	0
235	за это получили небольшое вознаграждение в виде нескольких плодов	вернули шляпу	cause_r	9	6.333333333333333	0	9	0	6.333333333333333	1.0	2	6.0	0	2	0	6.0	1.0	0.016847937346767018	3	1	1	0	0	1	0	0.3333333333333333	0.1111111111111111	0.1111111111111111	2	0	0	0	1	1	1	0	0	0	0	0	0.5	0.0	0.5	0	0	0	0	0
236	мальчики двигались как раз по направлению к тому дереву	продолжили свой путь	sequence_m	9	5.222222222222222	0	9	0	5.222222222222222	1.0	3	6.0	0	3	0	6.0	1.0	0.16021165971604792	4	1	0	0	0	0	0	0.4444444444444444	0.0	0.1111111111111111	2	0	1	0	0	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	0
237	где мужчина собирал груши	мальчики двигались как раз по направлению к тому дереву	background_r	4	5.5	0	4	0	5.5	1.0	9	5.222222222222222	0	9	0	5.222222222222222	1.0	0.6179143806533247	2	1	0	1	0	0	0	0.5	0.0	0.25	0	0	0	0	0	4	1	0	0	0	0	0	0.4444444444444444	0.0	0.1111111111111111	2	0	1	0	0
238	проходя мимо дерева	мальчики двигались как раз по направлению к тому дереву	background_r	3	5.666666666666667	0	3	0	5.666666666666667	1.0	9	5.222222222222222	0	9	0	5.222222222222222	1.0	0.5393598899705936	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	1	0	0	0	0	4	1	0	0	0	0	0	0.4444444444444444	0.0	0.1111111111111111	2	0	1	0	0
239	мужчина а мужчина как раз спускался спустился с лестницы	продолжили свой путь	sequence_m	9	5.333333333333333	0	8	0	5.333333333333333	0.8888888888888888	3	6.0	0	3	0	6.0	1.0	0.1332682242349622	4	2	0	0	0	0	0	0.4444444444444444	0.0	0.2222222222222222	1	1	1	0	0	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	0
240	в это время проходили мальчики мимо дерева вот	мужчина а мужчина как раз спускался спустился с лестницы	background_r	8	4.875	0	8	0	4.875	1.0	9	5.333333333333333	0	8	0	5.333333333333333	0.8888888888888888	0.6681531047810609	3	1	0	0	0	0	0	0.375	0.0	0.125	2	0	0	1	0	4	2	0	0	0	0	0	0.4444444444444444	0.0	0.2222222222222222	1	1	1	0	0
241	он увидел мальчиков с грушами в руках	мужчина а мужчина как раз спускался спустился с лестницы	evaluation_r	7	4.428571428571429	0	7	0	4.428571428571429	1.0	9	5.333333333333333	0	8	0	5.333333333333333	0.8888888888888888	0.6813851438692469	3	1	0	0	0	0	0	0.42857142857142855	0.0	0.14285714285714285	2	0	0	0	1	4	2	0	0	0	0	0	0.4444444444444444	0.0	0.2222222222222222	1	1	1	0	0
242	увидел	он увидел мальчиков с грушами в руках	sequence_m	1	6.0	0	1	0	6.0	1.0	7	4.428571428571429	0	7	0	4.428571428571429	1.0	0.4026936331284146	0	1	0	0	0	0	0	0.0	0.0	1.0	0	0	0	0	0	3	1	0	0	0	0	0	0.42857142857142855	0.0	0.14285714285714285	2	0	0	0	1
243	что у него нет корзины	увидел	evidence_r	5	3.6	0	5	0	3.6	1.0	1	6.0	0	1	0	6.0	1.0	0.04913221953988768	1	1	0	0	0	0	0	0.2	0.0	0.2	1	0	1	0	1	0	1	0	0	0	0	0	0.0	0.0	1.0	0	0	0	0	0
